,Unnamed: 0,RMA,SPEI-6,SPEI-3,SPEI-2,SPEI-1,PDSI,PDSISC,PDSIZ,SPI-6,SPI-3,SPI-2,SPI-1,EDDI-6,EDDI-3,EDDI-2,EDDI-1
0,1,0.7,0.8780935588622332,0.8398080146724964,0.889054048848347,0.8944643335902153,0.8499467992392522,0.8400480893090903,0.8759949643021413,0.8466157304605347,0.8272917362801167,0.8224420713290012,0.8477077106970069,0.7375888258393222,0.7445875563815534,0.7514077916561792,0.7811320331926137
1,2,0.75,0.9031921905977808,0.8724599592554085,0.9113827399035588,0.9165498726912082,0.8727975021995126,0.8683008277387682,0.8974313490105932,0.8777127269880107,0.8617622252917883,0.857721087793516,0.8785789560668782,0.7937461568975434,0.7987991159195375,0.80345692950592,0.8265276644409802
2,3,0.8,0.927932270451392,0.904676544577215,0.9337114309587704,0.9386354117922012,0.9011125036937484,0.8998497189852418,0.9188677337190452,0.9091984359720802,0.8966480213999859,0.8930001042580308,0.9094502014367495,0.8486462342753565,0.8513679009260674,0.8542668021687623,0.8711053563875745
3,4,0.85,0.9523137984230672,0.9368931298990216,0.9560401220139824,0.9599847662564944,0.9393625934315756,0.9342238840746832,0.9403041184274968,0.9399067200429627,0.9307032033151312,0.9278381330167391,0.939904267815136,0.9022890579727617,0.9027046050340068,0.903424321249073,0.9148651090323963
4,5,0.9,0.9766953263947421,0.968238996698617,0.9776245233673536,0.9809660284024376,0.9800964552303008,0.9704815650594366,0.9617405031359488,0.9702262916572518,0.9647583852302767,0.9622351740696411,0.9695239762105531,0.954255543429623,0.9532199218762193,0.952168751933751,0.958215892026332
