Commodity Year,Commodity Name,Delivery Type Code,Delivery Type Name,Insurance Plan Abbrv,Policies Sold,Policies Earning Prem,Policies Indemnified,Units Earning Prem,Units Indemnified,Quantity,Quantity Type,Companion/Endorsed Acres,Liabilities ($),Total Prem ($),Subsidy ($),Indemnity ($),EFA Prem Discount ($),Addnl Subsidy ($),State Subsidy ($),Earn Prem Rate,Loss Ratio
2017,Grass Seed,RBUP,Reinsured Buyup,APH,92,51,2,67,3,15607,Acres,0,5125360,543821,400720,85437,0,0,0,0.106103,0.157105
2017,Grass Seed,RCAT,Reinsured Catastrophic,APH,68,38,0,39,0,13120,Acres,0,1969293,73774,73774,0,0,0,0,0.037462,0
2017,Green Peas,RBUP,Reinsured Buyup,APH,3881,1051,272,1595,379,112605,Acres,0,56225079,6504619,3514325,6344342,0,0,0,0.115688,0.975359
2017,Green Peas,RBUP,Reinsured Buyup,SCOY,1,1,0,2,0,0,Acres,53,6164,843,548,0,0,0,0,0.136761,0
2017,Green Peas,RCAT,Reinsured Catastrophic,APH,114,25,2,27,2,4660,Acres,0,1210016,39954,39954,42775,0,0,0,0.033019,1.070606
2017,Hybrid Corn Seed,RBUP,Reinsured Buyup,YDO,6296,3010,96,5550,110,340193,Acres,0,287805160,17530618,9774261,1054837,0,0,0,0.060911,0.060171
2017,Hybrid Corn Seed,RCAT,Reinsured Catastrophic,YDO,259,150,0,211,0,41930,Acres,0,12452246,218664,218664,0,0,0,0,0.01756,0
2017,Hybrid Seed Rice,RBUP,Reinsured Buyup,SCOY,7,7,0,16,0,0,Acres,2270,360725,5611,3649,0,0,0,0,0.015554,0
2017,Hybrid Seed Rice,RBUP,Reinsured Buyup,YDO,76,58,0,144,0,18666,Acres,0,19004095,1634945,899235,0,0,0,0,0.086031,0
2017,Hybrid Sorghum Seed,RBUP,Reinsured Buyup,YDO,2266,149,14,263,14,14936,Acres,0,6997807,685104,418941,103434,0,0,0,0.097902,0.150975
2017,Hybrid Sorghum Seed,RCAT,Reinsured Catastrophic,YDO,819,53,5,74,5,9470,Acres,0,1977377,108661,108661,68381,0,0,0,0.054952,0.629305
2017,Hybrid Sweet Corn Seed,RBUP,Reinsured Buyup,YDO,2,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Lamb,RBUP,Reinsured Buyup,LRP,123,57,28,88,39,72889,Head,0,18222740,841984,304116,1421328,0,0,0,0.046205,1.68807
2017,Late Oranges,RBUP,Reinsured Buyup,APH,33,28,3,50,4,367,Acres,0,491378,78320,49602,27370,0,0,0,0.159388,0.349463
2017,Late Oranges,RCAT,Reinsured Catastrophic,APH,14,12,0,12,0,953,Acres,0,610182,46920,46920,0,0,0,0,0.076895,0
2017,Lemons,RBUP,Reinsured Buyup,APH,554,515,16,640,17,24611,Acres,0,111252725,9062545,5572620,1790797,0,0,0,0.081459,0.197604
2017,Lemons,RBUP,Reinsured Buyup,DOL,1,1,0,1,0,50,Acres,0,26193,661,441,0,0,0,0,0.025235,0
2017,Lemons,RBUP,Reinsured Buyup,SCOY,2,2,0,2,0,0,Acres,105,142856,7411,4817,0,0,0,0,0.051877,0
2017,Lemons,RCAT,Reinsured Catastrophic,APH,215,199,1,216,1,19312,Acres,0,42130257,469283,460192,41184,0,0,0,0.011138,0.087759
2017,Lime Trees,RBUP,Reinsured Buyup,TDO,3,2,0,2,0,2412,Trees,0,39224,1471,941,0,0,0,0,0.037502,0
2017,Lime Trees,RCAT,Reinsured Catastrophic,TDO,3,3,0,3,0,111459,Trees,0,887369,15588,15588,0,0,0,0,0.017566,0
2017,Macadamia Nuts,RBUP,Reinsured Buyup,APH,15,15,3,38,7,11066,Acres,0,16902577,218358,133358,755537,0,0,0,0.012918,3.460083
2017,Macadamia Nuts,RCAT,Reinsured Catastrophic,APH,2,1,0,1,0,919,Acres,0,386367,1497,1497,0,0,0,0,0.003874,0
2017,Macadamia Trees,RBUP,Reinsured Buyup,DOL,11,11,0,49,0,10948,Acres,0,49739779,292393,185762,0,0,0,0,0.005878,0
2017,Macadamia Trees,RCAT,Reinsured Catastrophic,DOL,1,1,0,1,0,919,Acres,0,2134594,5110,5110,0,0,0,0,0.002393,0
2017,Mandarins/Tangerines,RBUP,Reinsured Buyup,APH,532,478,33,759,38,34145,Acres,0,223709718,21448434,13521302,2779635,0,0,0,0.095876,0.129596
2017,Mandarins/Tangerines,RBUP,Reinsured Buyup,DOL,122,88,7,107,7,1537,Acres,0,4081207,159006,93734,163658,0,0,0,0.03896,1.029256
2017,Mandarins/Tangerines,RBUP,Reinsured Buyup,SCOY,1,1,0,1,0,0,Acres,72,169075,23197,15078,0,0,0,0,0.137199,0
2017,Mandarins/Tangerines,RCAT,Reinsured Catastrophic,APH,103,89,5,95,5,10969,Acres,0,36093352,1482936,1482936,1026420,0,0,0,0.041086,0.692153
2017,Mandarins/Tangerines,RCAT,Reinsured Catastrophic,DOL,35,27,0,27,0,991,Acres,0,1318038,21509,20803,0,0,0,0,0.016318,0
2017,Mango Trees,RBUP,Reinsured Buyup,TDO,16,14,0,19,0,14886,Trees,0,764300,32668,20604,0,0,0,0,0.042742,0
2017,Mango Trees,RCAT,Reinsured Catastrophic,TDO,2,1,0,1,0,2457,Trees,0,72973,559,559,0,0,0,0,0.00766,0
2017,Millet,RBUP,Reinsured Buyup,APH,13504,1764,607,4202,1091,335607,Acres,0,20075689,4843806,2858738,2944806,0,0,0,0.241277,0.607952
2017,Millet,RCAT,Reinsured Catastrophic,APH,409,48,17,66,20,12580,Acres,0,241883,39550,39550,31681,0,0,0,0.163508,0.801036
2017,Mint,RBUP,Reinsured Buyup,APH,111,72,30,243,67,10245,Acres,0,10714359,789000,393012,1211386,0,0,0,0.073639,1.535343
2017,Mint,RCAT,Reinsured Catastrophic,APH,34,21,0,26,0,5850,Acres,0,4184088,46454,46454,0,0,0,0,0.011102,0
2017,Mustard,RBUP,Reinsured Buyup,APH,3180,123,59,300,149,52347,Acres,0,5630451,1609076,966883,1370327,0,0,0,0.285781,0.851623
2017,Mustard,RBUP,Reinsured Buyup,SCOY,2,2,0,3,0,0,Acres,601,11763,4468,3124,0,0,0,0,0.379835,0
2017,Mustard,RCAT,Reinsured Catastrophic,APH,76,14,2,15,2,10776,Acres,0,445870,70087,70087,40473,0,0,0,0.157191,0.577468
2017,Nursery (FG&C),RBUP,Reinsured Buyup,DOL,502,392,8,1861,25,0,Not Reported,0,482573608,17379783,10767090,2329862,0,0,0,0.036014,0.134055
2017,Nursery (FG&C),RCAT,Reinsured Catastrophic,DOL,788,530,1,550,1,0,Not Reported,0,768439490,6320644,6299435,195290,0,0,0,0.008225,0.030897
2017,Oats,RBUP,Reinsured Buyup,APH,48151,5040,1930,8128,3239,378571,Acres,0,39635976,7340841,4351885,12245641,0,0,0,0.185206,1.668152
2017,Oats,RBUP,Reinsured Buyup,SCOY,6,2,0,3,0,0,Acres,106,1791,484,314,0,0,0,0,0.27024,0
2017,Oats,RCAT,Reinsured Catastrophic,APH,3249,348,110,388,114,58314,Acres,0,2547025,220403,220403,515405,0,0,0,0.086533,2.338466
2017,Olives,RBUP,Reinsured Buyup,APH,419,352,10,385,10,19431,Acres,0,32773727,3473568,2083286,202147,0,0,0,0.105986,0.058195
2017,Olives,RCAT,Reinsured Catastrophic,APH,43,38,1,39,1,4740,Acres,0,3383717,131262,131262,5475,0,0,0,0.038792,0.04171
2017,Onions,RBUP,Reinsured Buyup,APH,1098,447,237,1513,604,58198,Acres,0,149550420,37043632,23020370,29178653,0,0,0,0.247699,0.787683
2017,Onions,RBUP,Reinsured Buyup,SCOY,48,15,0,28,0,0,Acres,2269,1320559,107535,69897,0,0,0,0,0.081431,0
2017,Onions,RCAT,Reinsured Catastrophic,APH,257,151,7,183,8,42547,Acres,0,67289031,2585125,2585125,248646,0,0,0,0.038418,0.096183
2017,Orange Trees,RBUP,Reinsured Buyup,TDO,871,772,0,1512,0,10721858,Trees,0,376027975,7973702,5222944,0,0,0,0,0.021205,0
2017,Orange Trees,RCAT,Reinsured Catastrophic,TDO,838,769,0,814,0,36408162,Trees,0,699709031,4257296,4255814,0,0,0,0,0.006084,0
2017,Oranges,RBUP,Reinsured Buyup,APH,1605,1514,74,3092,96,111973,Acres,0,256502939,17485369,10636427,1471561,0,0,0,0.068168,0.084159
2017,Oranges,RBUP,Reinsured Buyup,ARH,141,138,6,228,6,6921,Acres,0,18931622,1679929,1025170,304801,0,0,0,0.088736,0.181436
2017,Oranges,RBUP,Reinsured Buyup,DOL,1205,1031,45,2020,59,144019,Acres,0,231586497,7115374,4249319,938795,0,0,0,0.030724,0.131938
2017,Oranges,RBUP,Reinsured Buyup,SCOY,2,2,0,6,0,0,Acres,515,445701,73035,47472,0,0,0,0,0.163865,0
2017,Oranges,RCAT,Reinsured Catastrophic,APH,185,169,1,189,1,16957,Acres,0,18178514,702303,701140,16206,0,0,0,0.038633,0.023075
2017,Oranges,RCAT,Reinsured Catastrophic,DOL,511,465,1,540,1,157787,Acres,0,113277457,2271625,2271625,9636,0,0,0,0.020053,0.004241
2017,Oysters,RCAT,Reinsured Catastrophic,AYP,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Papaya,RBUP,Reinsured Buyup,APH,7,4,0,37,0,233,Acres,0,1347120,32308,20305,0,0,0,0,0.023983,0
2017,Papaya Tree,RBUP,Reinsured Buyup,TDO,7,5,1,6,1,30573,Trees,0,242043,2870,1586,11648,0,0,0,0.011857,4.058536
2017,"Pasture,Rangeland,Forage",RBUP,Reinsured Buyup,RAINF,28483,24159,20949,140628,50681,74938825,Acres,0,1744435918,380301715,202921177,246018935,0,0,0,0.218008,0.646904
2017,Peaches,RBUP,Reinsured Buyup,APH,594,538,234,1252,707,24484,Acres,0,72893954,21074874,12780238,43648055,0,0,0,0.289116,2.071094
2017,Peaches,RBUP,Reinsured Buyup,SCOY,6,6,0,9,0,0,Acres,268,581331,122877,79871,0,0,0,0,0.211371,0
2017,Peaches,RCAT,Reinsured Catastrophic,APH,159,143,28,143,28,6811,Acres,0,8393403,1094701,1094701,317524,0,0,0,0.130423,0.290055
2017,Peanuts,RBUP,Reinsured Buyup,RP,6309,1821,408,5189,839,307768,Acres,0,155387282,14988734,9040812,10153941,0,0,0,0.09646,0.677438
2017,Peanuts,RBUP,Reinsured Buyup,RPHPE,36,21,2,72,11,5479,Acres,0,2774787,218284,141712,221804,0,0,0,0.078666,1.016125
2017,Peanuts,RBUP,Reinsured Buyup,SCOR,58,31,0,100,0,0,Acres,7820,644797,152398,99060,0,0,0,0,0.23635,0
2017,Peanuts,RBUP,Reinsured Buyup,SCOY,15,5,0,14,0,0,Acres,1136,211983,26846,17449,0,0,0,0,0.126642,0
2017,Peanuts,RBUP,Reinsured Buyup,YP,15736,6441,1486,21668,3254,1154746,Acres,0,655001984,54875566,32916633,36808970,0,0,0,0.083779,0.670771
2017,Peanuts,RCAT,Reinsured Catastrophic,YP,1782,612,5,697,5,161899,Acres,0,38128927,473058,473058,38030,0,0,0,0.012406,0.080391
2017,Pears,RBUP,Reinsured Buyup,APH,636,591,105,1854,174,28262,Acres,0,163731228,4166788,2531863,4169717,0,0,0,0.025448,1.000702
2017,Pears,RCAT,Reinsured Catastrophic,APH,97,86,1,94,1,4481,Acres,0,14310720,57959,57596,1478,0,0,0,0.00405,0.0255
2017,Pecans,RBUP,Reinsured Buyup,PRV,1309,962,27,1734,33,136183,Acres,0,259871769,15695143,8993291,1378427,0,0,0,0.060395,0.087825
2017,Pecans,RCAT,Reinsured Catastrophic,PRV,123,80,0,88,0,25840,Acres,0,25089171,499497,498984,0,0,0,0,0.019908,0
2017,Peppers,RBUP,Reinsured Buyup,DOL,155,49,31,116,52,4900,Acres,0,24092509,3570719,2123230,8023643,0,0,0,0.148208,2.247066
2017,Peppers,RCAT,Reinsured Catastrophic,DOL,22,9,0,11,0,1150,Acres,0,2558635,72416,72416,0,0,0,0,0.028302,0
2017,Pistachios,RBUP,Reinsured Buyup,APH,522,492,53,675,69,117280,Acres,0,300810756,20017799,11862776,12197113,0,0,0,0.066546,0.609313
2017,Pistachios,RCAT,Reinsured Catastrophic,APH,128,116,2,128,2,28865,Acres,0,36231393,606267,605222,17945,0,0,0,0.016733,0.029599
2017,Plums,RBUP,Reinsured Buyup,APH,271,235,56,594,85,6807,Acres,0,27260257,3307788,1970445,1503416,0,0,0,0.121341,0.454507
2017,Plums,RCAT,Reinsured Catastrophic,APH,79,69,4,71,4,5962,Acres,0,12505428,591619,591619,26890,0,0,0,0.047308,0.045451
2017,Popcorn,RBUP,Reinsured Buyup,ARP,136,95,0,276,0,22843,Acres,0,20699968,1960508,862429,0,0,0,0,0.09471,0
2017,Popcorn,RBUP,Reinsured Buyup,ARPHP,1,1,0,1,0,75,Acres,0,63965,2840,1250,0,0,0,0,0.044399,0
2017,Popcorn,RBUP,Reinsured Buyup,AYP,41,15,0,46,0,3757,Acres,0,3332740,148431,75703,0,0,0,0,0.044537,0
2017,Popcorn,RBUP,Reinsured Buyup,RP,1887,507,111,980,174,106086,Acres,0,64164789,4976489,2741379,1763450,0,0,0,0.077557,0.354356
2017,Popcorn,RBUP,Reinsured Buyup,RPHPE,19,11,1,13,1,1662,Acres,0,1042030,42771,24471,2101,0,0,0,0.041045,0.049122
2017,Popcorn,RBUP,Reinsured Buyup,YP,2417,347,54,607,69,59923,Acres,0,34352022,1604702,930035,855671,0,0,0,0.046713,0.533227
2017,Popcorn,RCAT,Reinsured Catastrophic,AYP,2,1,0,1,0,38,Acres,0,18863,230,230,0,0,0,0,0.012193,0
2017,Popcorn,RCAT,Reinsured Catastrophic,YP,130,30,0,42,0,5412,Acres,0,1195177,27065,27065,0,0,0,0,0.022645,0
2017,Potatoes,RBUP,Reinsured Buyup,APH,3124,977,169,4393,300,347381,Acres,0,719727525,71649536,42965915,14960335,0,0,0,0.09955,0.208798
2017,Potatoes,RBUP,Reinsured Buyup,SCOY,4,3,0,12,0,0,Acres,899,799188,26100,16968,0,0,0,0,0.032658,0
2017,Potatoes,RCAT,Reinsured Catastrophic,APH,1130,645,12,693,13,376967,Acres,0,367925294,9229568,9229568,471856,0,0,0,0.025085,0.051124
2017,Processing Apricots,RBUP,Reinsured Buyup,APH,32,28,13,57,14,2408,Acres,0,6663454,1039854,596034,1001429,0,0,0,0.156053,0.963047
2017,Processing Apricots,RCAT,Reinsured Catastrophic,APH,6,5,0,5,0,450,Acres,0,382038,19854,19854,0,0,0,0,0.051968,0
2017,Processing Beans,RBUP,Reinsured Buyup,APH,2152,496,119,1334,225,77649,Acres,0,44423726,4395391,2547574,3493950,0,0,0,0.098942,0.794912
2017,Processing Beans,RBUP,Reinsured Buyup,SCOY,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Processing Beans,RCAT,Reinsured Catastrophic,APH,123,47,3,55,3,9820,Acres,0,2316942,71398,71398,21769,0,0,0,0.030815,0.304896
2017,Processing Cling Peaches,RBUP,Reinsured Buyup,APH,290,275,45,775,58,11868,Acres,0,55261289,2312598,1337964,1101351,0,0,0,0.041848,0.476239
2017,Processing Cling Peaches,RCAT,Reinsured Catastrophic,APH,46,43,1,57,1,2192,Acres,0,4630577,30074,30074,18495,0,0,0,0.006494,0.614983
2017,Processing Freestone,RBUP,Reinsured Buyup,APH,62,53,4,87,4,2045,Acres,0,11091641,275250,161485,205676,0,0,0,0.024815,0.747233
2017,Processing Freestone,RCAT,Reinsured Catastrophic,APH,6,6,0,9,0,174,Acres,0,424651,1499,1499,0,0,0,0,0.003529,0
2017,Prunes,RBUP,Reinsured Buyup,APH,475,455,77,639,85,32997,Acres,0,99695579,22750232,13566974,4419158,0,0,0,0.228196,0.194246
2017,Prunes,RBUP,Reinsured Buyup,SCOY,5,5,0,6,0,0,Acres,1331,570250,207473,134857,0,0,0,0,0.363828,0
2017,Prunes,RCAT,Reinsured Catastrophic,APH,75,73,1,79,1,7336,Acres,0,10002934,974576,974576,25845,0,0,0,0.097429,0.026519
2017,Pumpkins,RBUP,Reinsured Buyup,APH,262,123,45,200,62,10181,Acres,0,6672892,461576,230059,1170655,0,0,0,0.069171,2.536212
2017,Pumpkins,RBUP,Reinsured Buyup,SCOY,1,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Raisins,RBUP,Reinsured Buyup,DOL,1205,986,73,1777,98,114700,Tons,0,102290973,3417364,2001469,367413,0,0,0,0.033408,0.107513
2017,Raisins,RCAT,Reinsured Catastrophic,DOL,91,71,0,101,0,19804,Tons,0,7690647,89261,89198,0,0,0,0,0.011606,0
2017,Rice,RBUP,Reinsured Buyup,AYP,10,5,0,10,0,2268,Acres,0,2114192,4242,2179,0,0,0,0,0.002006,0
2017,Rice,RBUP,Reinsured Buyup,MP,9,8,0,8,0,0,Acres,3868,4796970,102615,52036,0,0,0,0,0.021391,0
2017,Rice,RBUP,Reinsured Buyup,RP,6666,2525,1312,5961,2020,788814,Acres,0,407243732,38406258,24548199,75234327,0,0,0,0.094307,1.958908
2017,Rice,RBUP,Reinsured Buyup,RPHPE,134,109,40,160,42,31207,Acres,0,28465791,1673417,930743,4152391,0,0,0,0.058786,2.481384
2017,Rice,RBUP,Reinsured Buyup,SCOH,85,63,0,127,0,0,Acres,15258,2127468,294497,191428,0,0,0,0,0.138426,0
2017,Rice,RBUP,Reinsured Buyup,SCOR,211,47,0,98,0,0,Acres,9669,1056172,169032,110033,0,0,0,0,0.160042,0
2017,Rice,RBUP,Reinsured Buyup,SCOY,871,581,0,1350,0,0,Acres,167246,24170510,319464,208721,0,0,0,0,0.013217,0
2017,Rice,RBUP,Reinsured Buyup,YP,6864,3952,1480,8270,2202,1155551,Acres,0,700798248,32708650,20045144,89047808,0,0,0,0.046673,2.722454
2017,Rice,RCAT,Reinsured Catastrophic,YP,3193,1214,197,2642,242,403647,Acres,0,88611922,1613695,1607661,1723540,0,0,0,0.01821,1.06807
2017,Rio Red & Star Ruby,RBUP,Reinsured Buyup,APH,77,74,22,185,34,2154,Acres,0,3935515,881532,559687,441578,0,0,0,0.223994,0.500921
2017,Rio Red & Star Ruby,RCAT,Reinsured Catastrophic,APH,123,119,7,128,7,9666,Acres,0,12750310,1436992,1434277,149052,0,0,0,0.112702,0.103725
2017,Ruby Red Grapefruit,RBUP,Reinsured Buyup,APH,26,18,6,24,8,114,Acres,0,114861,21373,13427,29102,0,0,0,0.186077,1.361624
2017,Ruby Red Grapefruit,RCAT,Reinsured Catastrophic,APH,18,15,1,15,1,586,Acres,0,318478,27273,27273,4801,0,0,0,0.085635,0.176034
2017,Rye,RBUP,Reinsured Buyup,APH,799,211,72,392,146,30338,Acres,0,2756374,496945,288964,700715,0,0,0,0.180289,1.410045
2017,Rye,RCAT,Reinsured Catastrophic,APH,46,14,0,14,0,6116,Acres,0,192057,11166,10805,0,0,0,0,0.058138,0
2017,Safflower,RBUP,Reinsured Buyup,APH,3528,201,85,438,149,55739,Acres,0,6680283,1272516,767829,1514666,0,0,0,0.190488,1.190292
2017,Safflower,RBUP,Reinsured Buyup,SCOY,10,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Safflower,RCAT,Reinsured Catastrophic,APH,597,102,19,156,23,51804,Acres,0,4035229,459508,459508,106891,0,0,0,0.113874,0.23262
2017,Sesame,RBUP,Reinsured Buyup,APH,5543,162,64,316,115,19670,Acres,0,1833458,604757,371802,405683,0,0,0,0.329845,0.670819
2017,Sesame,RBUP,Reinsured Buyup,SCOY,4,0,0,0,0,0,Acres,0,0,0,0,0,0,0,0,0,0
2017,Sesame,RCAT,Reinsured Catastrophic,APH,50,3,0,4,0,816,Acres,0,27688,7548,7548,0,0,0,0,0.272609,0
2017,Silage Sorghum,RBUP,Reinsured Buyup,APH,6535,260,28,500,43,37925,Acres,0,9834414,1213646,737012,376391,0,0,0,0.123408,0.310132
2017,Silage Sorghum,RCAT,Reinsured Catastrophic,APH,523,32,1,45,1,9597,Acres,0,1230554,109535,109535,3607,0,0,0,0.089012,0.03293
2017,Soybeans,RBUP,Reinsured Buyup,ARP,5616,4454,0,12904,0,1173166,Acres,0,698871485,44718580,19797201,0,0,0,0,0.063986,0
2017,Soybeans,RBUP,Reinsured Buyup,ARPHP,88,74,0,147,0,12569,Acres,0,7095154,344544,154363,0,0,0,0,0.04856,0
2017,Soybeans,RBUP,Reinsured Buyup,AYP,1193,932,0,2245,0,189036,Acres,0,108903697,3557077,1819896,0,0,0,0,0.032662,0
2017,Soybeans,RBUP,Reinsured Buyup,MP,30,8,0,22,0,0,Acres,1049,691874,8399,4126,0,0,0,0,0.012139,0
2017,Soybeans,RBUP,Reinsured Buyup,RP,457030,327653,73861,613197,106368,71836677,Acres,0,25960253419,2411658130,1529289801,631318645,0,0,0,0.092898,0.261777
2017,Soybeans,RBUP,Reinsured Buyup,RPHPE,3538,2910,523,4846,710,567645,Acres,0,242922297,11508612,6664864,3254121,0,0,0,0.047375,0.282755
2017,Soybeans,RBUP,Reinsured Buyup,SCOH,5,4,0,24,0,0,Acres,1329,58606,7411,4818,0,0,0,0,0.126454,0
2017,Soybeans,RBUP,Reinsured Buyup,SCOR,1386,870,0,3668,0,0,Acres,227724,10207493,3150676,2050646,0,0,0,0,0.308663,0
2017,Soybeans,RBUP,Reinsured Buyup,SCOY,48,28,0,272,0,0,Acres,18093,1969747,142835,92712,0,0,0,0,0.072514,0
2017,Soybeans,RBUP,Reinsured Buyup,YP,45292,25554,4548,52376,6947,3982124,Acres,0,1118232261,73059910,47188567,30781852,0,0,0,0.065335,0.421323
2017,Soybeans,RCAT,Reinsured Catastrophic,AYP,31,20,0,43,0,5015,Acres,0,1418504,12580,12580,0,0,0,0,0.008868,0
2017,Soybeans,RCAT,Reinsured Catastrophic,YP,13702,6338,345,11286,421,2063996,Acres,0,248149237,6372524,6357648,1513444,0,0,0,0.02568,0.237495
2017,Strawberries,RBUP,Reinsured Buyup,ARH,13,5,0,5,0,227,Acres,0,4882955,89021,56489,0,0,0,0,0.01823,0
2017,Sugar Beets,RBUP,Reinsured Buyup,APH,12714,5572,538,13025,720,969876,Acres,0,840858677,46685094,25652241,8259869,0,0,0,0.05552,0.176927
2017,Sugar Beets,RBUP,Reinsured Buyup,SCOY,4,3,0,4,0,0,Acres,589,210194,5624,3655,0,0,0,0,0.026756,0
2017,Sugar Beets,RCAT,Reinsured Catastrophic,APH,199,83,1,113,1,21810,Acres,0,7821387,79909,79238,982,0,0,0,0.010216,0.012288
2017,Sugarcane,RBUP,Reinsured Buyup,APH,480,383,9,2131,10,214461,Acres,0,148462448,4744830,3073821,146249,0,0,0,0.031959,0.030822
2017,Sugarcane,RBUP,Reinsured Buyup,SCOY,18,16,0,218,0,0,Acres,10895,2153492,178885,116296,0,0,0,0,0.083067,0
2017,Sugarcane,RCAT,Reinsured Catastrophic,APH,373,316,1,2391,1,553393,Acres,0,170384678,937896,937848,2804,0,0,0,0.005504,0.002989
2017,Sunflowers,RBUP,Reinsured Buyup,RP,47086,3500,949,5843,1336,1114810,Acres,0,228445394,43942747,30361284,21755178,0,0,0,0.192355,0.49508
2017,Sunflowers,RBUP,Reinsured Buyup,RPHPE,131,8,0,11,0,1889,Acres,0,436230,76496,58593,0,0,0,0,0.175357,0
2017,Sunflowers,RBUP,Reinsured Buyup,SCOR,41,9,0,36,0,0,Acres,5757,253826,99011,64358,0,0,0,0,0.390074,0
2017,Sunflowers,RBUP,Reinsured Buyup,SCOY,6,1,0,5,0,0,Acres,281,4790,1698,1103,0,0,0,0,0.354488,0
2017,Sunflowers,RBUP,Reinsured Buyup,YP,22805,512,126,885,185,92098,Acres,0,15588731,2967418,1879775,1229299,0,0,0,0.190356,0.414265
2017,Sunflowers,RCAT,Reinsured Catastrophic,YP,1324,58,4,76,4,14269,Acres,0,962455,70003,70003,9528,0,0,0,0.072733,0.136108
2017,Sweet Corn,RBUP,Reinsured Buyup,APH,3484,1463,199,2356,222,191507,Acres,0,88389963,4379374,2338807,4104849,0,0,0,0.049546,0.937314
2017,Sweet Corn,RCAT,Reinsured Catastrophic,APH,117,29,1,30,1,7586,Acres,0,1807314,21805,21805,5685,0,0,0,0.012064,0.26072
2017,Sweet Potatoes,RBUP,Reinsured Buyup,APH,19,12,2,12,2,2751,Acres,0,5890456,831885,508054,385345,0,0,0,0.141225,0.463219
2017,Sweet Potatoes,RCAT,Reinsured Catastrophic,APH,19,11,0,11,0,4249,Acres,0,2475322,159852,159852,0,0,0,0,0.064578,0
2017,Swine,RBUP,Reinsured Buyup,LGM,29,24,13,131,22,164710,Head,0,20672923,1044999,0,196868,0,0,0,0.050549,0.18839
2017,Swine,RBUP,Reinsured Buyup,LRP,79,14,8,59,11,18275,Head,0,2058707,98679,13329,27444,0,0,0,0.047932,0.278113
2017,Table Grapes,RBUP,Reinsured Buyup,APH,251,213,64,678,103,21244,Acres,0,142925544,7067310,4290204,7401896,0,0,0,0.049447,1.047342
2017,Table Grapes,RCAT,Reinsured Catastrophic,APH,155,127,5,485,5,56085,Acres,0,183938520,2241438,2241438,311032,0,0,0,0.012185,0.138764
2017,Tangelos,RBUP,Reinsured Buyup,APH,198,184,9,231,9,5311,Acres,0,17314474,1403618,857337,351867,0,0,0,0.081066,0.250685
2017,Tangelos,RBUP,Reinsured Buyup,DOL,126,89,14,115,24,1336,Acres,0,1988900,73706,42659,248679,0,0,0,0.037058,3.373931
2017,Tangelos,RBUP,Reinsured Buyup,SCOY,1,1,0,1,0,0,Acres,66,93362,18010,11707,0,0,0,0,0.192905,0
2017,Tangelos,RCAT,Reinsured Catastrophic,APH,32,25,0,25,0,1262,Acres,0,1161319,84297,84297,0,0,0,0,0.072587,0
2017,Tangelos,RCAT,Reinsured Catastrophic,DOL,16,10,0,10,0,407,Acres,0,252576,6480,6480,0,0,0,0,0.025655,0
2017,Tangerine Trees,RBUP,Reinsured Buyup,TDO,8,8,0,11,0,7927,Acres,0,396054,16147,9409,0,0,0,0,0.040769,0
2017,Tangerine Trees,RCAT,Reinsured Catastrophic,TDO,1,1,0,1,0,754,Acres,0,14722,196,196,0,0,0,0,0.013313,0
2017,Tangors,RBUP,Reinsured Buyup,DOL,151,129,5,162,6,3286,Acres,0,8858964,461397,243552,81369,0,0,0,0.052082,0.176353
2017,Tangors,RCAT,Reinsured Catastrophic,DOL,24,23,0,23,0,849,Acres,0,830875,29206,28163,0,0,0,0,0.03515,0
2017,Tomatoes,RBUP,Reinsured Buyup,APH,957,474,96,2418,181,208393,Acres,0,460298633,11092115,6411545,8095247,0,0,0,0.024097,0.729819
2017,Tomatoes,RBUP,Reinsured Buyup,SCOY,59,25,0,121,0,0,Acres,12396,7072095,118014,76705,0,0,0,0,0.016687,0
2017,Tomatoes,RCAT,Reinsured Catastrophic,APH,207,105,4,106,4,20368,Acres,0,18048448,146055,146055,90128,0,0,0,0.008092,0.617082
2017,Walnuts,RBUP,Reinsured Buyup,APH,862,804,77,1179,86,57462,Acres,0,133888979,4846072,2863073,2184108,0,0,0,0.036194,0.450696
2017,Walnuts,RBUP,Reinsured Buyup,SCOY,8,6,0,11,0,0,Acres,685,719540,14749,9587,0,0,0,0,0.020497,0
2017,Walnuts,RCAT,Reinsured Catastrophic,APH,546,519,9,638,12,99993,Acres,0,114372529,1081831,1077996,335188,0,0,0,0.009458,0.309833
2017,Wheat,RBUP,Reinsured Buyup,ARP,434,185,0,329,0,16769,Acres,0,5443826,508444,239593,0,0,0,0,0.093398,0
2017,Wheat,RBUP,Reinsured Buyup,ARPHP,21,5,0,10,0,289,Acres,0,116184,8370,3682,0,0,0,0,0.07204,0
2017,Wheat,RBUP,Reinsured Buyup,AYP,238,87,0,142,0,8612,Acres,0,2756753,98625,51226,0,0,0,0,0.035775,0
