Commodity Year,Commodity Name,Insurance Plan,State Abbrv,County Code,County Name,Cov. Level Percent,Policies Sold,Policies Earning Prem,Policies Indemnified,Units Earning Prem,Units Indemnified,Quantity,Quantity Type,Companion/Endorsed Acres,Liabilities ($),Total Prem ($),Subsidy ($),Indemnity ($),EFA Prem Discount ($),Addnl Subsidy ($),State Subsidy ($),Earn Prem Rate,Loss Ratio
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,049,Brown,0.8500,8,8,8,113,38,6253,Acres,0,127346,25878,15270,18104,0,0,0,0.20321,0.69959
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,049,Brown,0.9000,31,31,31,201,76,32435,Acres,0,650142,138434,76462,78141,0,0,0,0.212928,0.564463
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,055,Caldwell,0.7500,8,8,8,60,20,3966,Acres,0,176216,25933,16595,25950,0,0,0,0.147165,1.000655
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,055,Caldwell,0.8500,3,3,3,11,7,1515,Acres,0,102007,17519,10334,5858,0,0,0,0.171743,0.334379
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,055,Caldwell,0.9000,21,21,21,80,46,11836,Acres,0,437352,84155,46281,70366,0,0,0,0.192419,0.836147
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,057,Calhoun,0.7500,1,1,1,6,1,2500,Acres,0,55850,8287,5303,2916,0,0,0,0.148379,0.351876
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,057,Calhoun,0.9000,14,14,9,88,18,20783,Acres,0,604302,118612,65239,29780,0,0,0,0.196279,0.25107
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,059,Callahan,0.7000,1,1,1,6,2,60,Acres,0,10776,1639,1049,1268,0,0,0,0.152097,0.773642
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,059,Callahan,0.7500,57,57,57,500,167,81912,Acres,0,1315345,218097,139582,149405,0,0,0,0.165809,0.685039
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,059,Callahan,0.8000,1,1,0,3,0,68,Acres,0,11439,1677,989,0,0,0,0,0.146603,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,059,Callahan,0.8500,2,2,2,15,9,12110,Acres,0,150736,27731,16361,15319,0,0,0,0.18397,0.552414
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,059,Callahan,0.9000,22,22,21,144,50,41535,Acres,0,968456,212748,117013,144814,0,0,0,0.219677,0.680683
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,061,Cameron,0.7000,1,1,1,3,1,102,Acres,0,18018,3334,2134,306,0,0,0,0.185037,0.091781
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,061,Cameron,0.9000,17,17,12,63,22,8227,Acres,0,213996,51667,28419,15823,0,0,0,0.241439,0.306249
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,077,Clay,0.7000,1,1,0,2,0,14,Acres,0,990,96,61,0,0,0,0,0.096969,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,077,Clay,0.7500,18,18,13,141,40,52536,Acres,0,844513,123338,78942,80695,0,0,0,0.146046,0.654259
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,077,Clay,0.8000,2,2,2,30,11,2304,Acres,0,81002,14409,8502,13820,0,0,0,0.177884,0.959122
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,077,Clay,0.9000,61,61,48,372,150,83109,Acres,0,1546411,295591,162589,173762,0,0,0,0.191146,0.587846
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,081,Coke,0.7500,26,26,26,170,58,106403,Acres,0,994746,192729,123347,138059,0,0,0,0.193746,0.716337
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,081,Coke,0.8500,3,3,2,22,3,3799,Acres,0,36424,7316,4316,2282,0,0,0,0.200856,0.311919
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,081,Coke,0.9000,44,44,41,268,91,91599,Acres,0,901169,210851,115980,177139,0,0,0,0.233974,0.840114
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,083,Coleman,0.7000,1,1,1,6,2,498,Acres,0,3192,520,334,253,0,0,0,0.162907,0.486538
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,083,Coleman,0.7500,16,16,14,96,31,20526,Acres,0,246474,42718,27342,20993,0,0,0,0.173316,0.491432
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,083,Coleman,0.8500,9,9,9,78,43,21495,Acres,0,260286,49821,29397,28975,0,0,0,0.191408,0.581582
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,083,Coleman,0.9000,30,30,29,201,92,23239,Acres,0,370530,78814,43354,39437,0,0,0,0.212706,0.50038
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,091,Comal,0.7500,4,4,4,24,8,1416,Acres,0,25495,3943,2520,5158,0,0,0,0.154657,1.308141
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,091,Comal,0.8500,1,1,1,6,3,881,Acres,0,17983,3112,1837,2289,0,0,0,0.173052,0.735539
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,091,Comal,0.9000,8,8,7,32,12,6516,Acres,0,147642,29809,16546,29119,0,0,0,0.2019,0.976852
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,093,Comanche,0.7500,12,12,11,150,46,26301,Acres,0,478422,74772,47852,39689,0,0,0,0.156288,0.5308
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,093,Comanche,0.8500,5,5,4,50,14,1807,Acres,0,134190,24427,14593,11226,0,0,0,0.182032,0.459573
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,093,Comanche,0.9000,104,104,87,805,248,58889,Acres,0,3606352,731953,402712,373703,0,0,0,0.202962,0.510556
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,095,Concho,0.7000,7,7,7,56,16,1832,Acres,0,50422,8184,5241,5259,0,0,0,0.16231,0.642595
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,095,Concho,0.7500,57,57,53,451,130,109761,Acres,0,1215790,208351,133341,132918,0,0,0,0.17137,0.637952
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,095,Concho,0.8500,11,11,11,67,24,42520,Acres,0,516620,104154,61450,86661,0,0,0,0.201606,0.832046
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,095,Concho,0.9000,72,72,64,435,141,84419,Acres,0,1276695,282145,155566,161463,0,0,0,0.220996,0.572269
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,099,Coryell,0.7000,1,1,1,2,1,2102,Acres,0,39192,4096,2622,7564,0,0,0,0.104511,1.846679
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,099,Coryell,0.7500,7,7,7,54,20,5287,Acres,0,152473,20962,13416,17100,0,0,0,0.13748,0.815761
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,099,Coryell,0.8000,1,1,0,2,0,660,Acres,0,7888,1090,644,0,0,0,0,0.138184,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,099,Coryell,0.8500,12,12,11,141,49,14621,Acres,0,586662,99815,58892,92629,0,0,0,0.17014,0.928006
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,099,Coryell,0.9000,30,30,28,207,91,20083,Acres,0,678787,125511,69368,98456,0,0,0,0.184904,0.784441
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,105,Crockett,0.7000,1,1,1,3,2,12522,Acres,0,107940,25193,16124,31267,0,0,0,0.233398,1.241098
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,105,Crockett,0.7500,40,40,31,288,86,614339,Acres,0,5568180,1168702,747977,778258,0,0,0,0.209889,0.665916
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,105,Crockett,0.9000,19,19,16,124,43,267885,Acres,0,2782616,727602,400188,443740,0,0,0,0.261481,0.609866
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,123,De Witt,0.7500,5,5,5,60,22,5444,Acres,0,170775,26317,16840,15496,0,0,0,0.154103,0.58882
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,123,De Witt,0.8000,14,14,12,72,31,12870,Acres,0,346709,57660,34020,16668,0,0,0,0.166306,0.289073
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,123,De Witt,0.8500,3,3,3,17,9,2239,Acres,0,121509,21345,12590,12005,0,0,0,0.175666,0.562426
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,123,De Witt,0.9000,65,65,64,283,153,48449,Acres,0,1524180,304225,167363,171590,0,0,0,0.199599,0.564023
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,127,Dimmit,0.7500,3,3,3,24,8,60404,Acres,0,657760,133502,85439,162054,0,0,0,0.202964,1.213869
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,127,Dimmit,0.8000,1,1,1,6,2,2250,Acres,0,17418,3845,2268,4650,0,0,0,0.220748,1.209362
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,127,Dimmit,0.8500,1,1,1,4,1,12744,Acres,0,104884,21603,12746,17159,0,0,0,0.20597,0.794287
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,127,Dimmit,0.9000,20,20,18,56,23,79488,Acres,0,1106649,265636,147037,244668,0,0,0,0.240036,0.921064
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,131,Duval,0.7500,6,6,6,28,10,31496,Acres,0,326488,59779,38257,43087,0,0,0,0.183097,0.720771
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,131,Duval,0.8500,9,9,9,46,15,10772,Acres,0,128937,27975,16503,14389,0,0,0,0.216966,0.514352
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,131,Duval,0.9000,22,22,21,109,46,186626,Acres,0,1795539,415472,228513,273460,0,0,0,0.231391,0.658191
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,133,Eastland,0.7500,24,24,23,199,66,21809,Acres,0,562715,90957,58213,54995,0,0,0,0.161639,0.604626
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,133,Eastland,0.8500,8,8,7,109,36,4980,Acres,0,534281,101963,60156,61974,0,0,0,0.190841,0.607808
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,133,Eastland,0.9000,42,42,33,232,69,34912,Acres,0,2749057,540150,299232,232527,0,0,0,0.196485,0.430485
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,143,Erath,0.7000,2,2,0,4,0,410,Acres,0,28972,3444,2204,0,0,0,0,0.118873,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,143,Erath,0.7500,19,19,16,163,48,18460,Acres,0,463303,72233,46232,32926,0,0,0,0.155908,0.45583
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,143,Erath,0.8000,1,1,0,2,0,1114,Acres,0,12732,1683,993,0,0,0,0,0.132186,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,143,Erath,0.8500,2,2,0,6,0,316,Acres,0,45046,8536,5036,0,0,0,0,0.189495,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,143,Erath,0.9000,21,21,16,107,33,9295,Acres,0,388600,76304,41968,30007,0,0,0,0.196356,0.393255
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,149,Fayette,0.7500,8,8,8,90,15,4339,Acres,0,212696,28809,18442,11385,0,0,0,0.135446,0.395189
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,149,Fayette,0.8500,1,1,1,5,1,334,Acres,0,27172,4372,2579,124,0,0,0,0.1609,0.028362
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,149,Fayette,0.9000,25,25,19,98,28,13890,Acres,0,646461,114965,63233,11512,0,0,0,0.177837,0.100134
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,151,Fisher,0.7000,1,1,1,3,1,308,Acres,0,1969,344,220,353,0,0,0,0.174707,1.026162
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,151,Fisher,0.7500,104,104,104,1056,343,116561,Acres,0,1796340,340520,217939,246848,0,0,0,0.189563,0.724914
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,151,Fisher,0.8500,7,7,7,43,15,5817,Acres,0,79050,16932,10077,12040,0,0,0,0.214193,0.711079
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,151,Fisher,0.9000,8,8,8,49,17,7337,Acres,0,88986,19911,10954,18987,0,0,0,0.223754,0.953593
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,155,Foard,0.7500,1,1,0,2,0,1648,Acres,0,15408,3047,1950,0,0,0,0,0.197754,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,155,Foard,0.9000,16,16,9,108,31,37181,Acres,0,639341,144125,79274,77258,0,0,0,0.225427,0.536048
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,163,Frio,0.7000,1,1,1,6,2,792,Acres,0,8046,1373,879,2153,0,0,0,0.170643,1.568099
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,163,Frio,0.7500,8,8,8,53,17,26244,Acres,0,388922,70219,44941,96910,0,0,0,0.180547,1.38011
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,163,Frio,0.8500,1,1,1,6,2,1300,Acres,0,16058,3235,1909,2138,0,0,0,0.201457,0.660896
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,163,Frio,0.9000,66,66,64,362,119,144802,Acres,0,2589108,588768,323804,636145,0,0,0,0.227401,1.080468
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,171,Gillespie,0.7500,10,10,10,84,28,6577,Acres,0,76715,12082,7729,13978,0,0,0,0.157492,1.156927
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,171,Gillespie,0.8000,1,1,1,6,2,912,Acres,0,5994,1080,637,1359,0,0,0,0.18018,1.258333
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,171,Gillespie,0.8500,2,2,2,12,4,7975,Acres,0,55655,9767,5764,7104,0,0,0,0.175491,0.727347
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,171,Gillespie,0.9000,40,40,39,372,122,39830,Acres,0,554193,115564,63784,117032,0,0,0,0.208526,1.012702
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,173,Glasscock,0.7000,2,2,2,12,4,1020,Acres,0,5292,1056,676,604,0,0,0,0.199546,0.571969
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,173,Glasscock,0.7500,23,23,22,159,54,71870,Acres,0,600113,127650,81693,77159,0,0,0,0.212709,0.604457
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,173,Glasscock,0.9000,15,15,11,70,21,38080,Acres,0,371675,95082,52302,43146,0,0,0,0.25582,0.453776
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,175,Goliad,0.7500,10,10,9,88,24,32197,Acres,0,688836,108241,69278,57133,0,0,0,0.157136,0.527831
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,175,Goliad,0.8000,5,5,2,19,3,8549,Acres,0,162942,26712,15760,22287,0,0,0,0.163935,0.834344
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,175,Goliad,0.8500,1,1,1,6,2,3920,Acres,0,53272,9735,5744,3362,0,0,0,0.182741,0.345351
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,175,Goliad,0.9000,44,44,34,194,56,68301,Acres,0,1660910,331474,182387,151179,0,0,0,0.199573,0.456081
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,177,Gonzales,0.7500,8,8,8,90,19,4616,Acres,0,253719,35683,22837,18822,0,0,0,0.140639,0.527478
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,177,Gonzales,0.8000,3,3,2,9,4,1030,Acres,0,16828,2737,1615,216,0,0,0,0.162645,0.078918
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,177,Gonzales,0.8500,6,6,6,36,18,13303,Acres,0,275544,49657,29298,30779,0,0,0,0.180214,0.619832
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,177,Gonzales,0.9000,90,90,90,496,261,82649,Acres,0,2885184,581167,320538,325170,0,0,0,0.201431,0.559512
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,187,Guadalupe,0.7500,5,5,5,30,10,1590,Acres,0,29633,4347,2783,4846,0,0,0,0.146694,1.114791
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,187,Guadalupe,0.8000,1,1,1,1,1,103,Acres,0,1329,237,139,225,0,0,0,0.178329,0.949367
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,187,Guadalupe,0.8500,4,4,4,32,19,1908,Acres,0,71557,12632,7456,8046,0,0,0,0.17653,0.636953
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,187,Guadalupe,0.9000,54,54,49,155,79,19002,Acres,0,599010,122876,67687,95467,0,0,0,0.205131,0.776937
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,193,Hamilton,0.7500,18,18,17,184,60,38436,Acres,0,1031716,149650,95779,85167,0,0,0,0.145049,0.569107
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,193,Hamilton,0.8000,1,1,0,4,0,234,Acres,0,6934,929,548,0,0,0,0,0.133977,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,193,Hamilton,0.8500,25,25,19,231,66,24380,Acres,0,932161,162000,96187,91150,0,0,0,0.173789,0.562654
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,193,Hamilton,0.9000,26,26,23,151,44,26360,Acres,0,1101710,199276,111195,79765,0,0,0,0.180878,0.400273
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,197,Hardeman,0.7500,1,1,1,6,1,2500,Acres,0,23376,4301,2752,2641,0,0,0,0.183992,0.614043
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,197,Hardeman,0.9000,9,9,7,38,9,6132,Acres,0,75267,17198,9462,12632,0,0,0,0.228493,0.734504
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,207,Haskell,0.7000,1,1,1,6,2,4250,Acres,0,40758,6535,4182,5703,0,0,0,0.160336,0.872685
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,207,Haskell,0.7500,35,35,35,303,102,57936,Acres,0,731213,131496,84163,116009,0,0,0,0.179832,0.882224
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,207,Haskell,0.8000,1,1,1,1,1,570,Acres,0,20112,4011,2366,3344,0,0,0,0.199433,0.833707
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,207,Haskell,0.8500,6,6,6,57,23,24219,Acres,0,864771,171221,101018,97414,0,0,0,0.197995,0.568937
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,207,Haskell,0.9000,41,41,38,219,77,26828,Acres,0,733720,156794,87180,123585,0,0,0,0.213697,0.788199
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,209,Hays,0.7500,5,5,5,42,14,4212,Acres,0,85920,12862,8230,16192,0,0,0,0.149697,1.258902
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,209,Hays,0.8000,1,1,1,2,2,3984,Acres,0,50968,8417,4966,9904,0,0,0,0.165142,1.176666
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,209,Hays,0.9000,12,12,12,103,48,11738,Acres,0,248064,49264,27158,51459,0,0,0,0.198593,1.044555
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,215,Hidalgo,0.7000,2,2,0,6,0,1032,Acres,0,7682,1273,814,0,0,0,0,0.165712,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,215,Hidalgo,0.7500,1,1,1,5,2,400,Acres,0,75705,14186,9080,10886,0,0,0,0.187385,0.767376
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,215,Hidalgo,0.9000,19,19,19,101,57,9311,Acres,0,246736,60061,33028,58790,0,0,0,0.243422,0.978838
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,227,Howard,0.7500,11,11,11,63,17,73218,Acres,0,602063,126470,80936,68926,0,0,0,0.210061,0.544998
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,227,Howard,0.9000,24,24,21,154,48,65655,Acres,0,625312,158339,87091,77118,0,0,0,0.253215,0.487043
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,235,Irion,0.7500,23,23,18,131,38,135091,Acres,0,1248287,234869,150321,117411,0,0,0,0.188153,0.499899
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,235,Irion,0.9000,19,19,18,98,34,185802,Acres,0,1642301,413405,227375,222268,0,0,0,0.251723,0.537651
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,237,Jack,0.7000,4,4,0,12,0,346,Acres,0,18056,2106,1347,0,0,0,0,0.116637,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,237,Jack,0.7500,6,6,6,47,15,4350,Acres,0,78677,12115,7753,10553,0,0,0,0.153984,0.871068
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,237,Jack,0.8000,1,1,1,6,2,600,Acres,0,4572,807,476,778,0,0,0,0.176509,0.964064
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,237,Jack,0.8500,8,8,8,68,23,45387,Acres,0,523209,93164,54966,59427,0,0,0,0.178062,0.637875
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,237,Jack,0.9000,35,35,33,358,118,64246,Acres,0,1136927,226187,125513,172359,0,0,0,0.198945,0.762019
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,239,Jackson,0.7500,1,1,1,6,1,438,Acres,0,9798,1357,868,345,0,0,0,0.138497,0.254237
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,239,Jackson,0.8000,1,1,0,2,0,60,Acres,0,8074,1181,696,0,0,0,0,0.146271,0
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,239,Jackson,0.9000,48,48,32,220,76,84875,Acres,0,2764426,521912,287069,81619,0,0,0,0.188795,0.156384
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,249,Jim Wells,0.7000,1,1,1,6,3,360,Acres,0,2442,416,266,209,0,0,0,0.170352,0.502403
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,249,Jim Wells,0.7500,16,16,16,134,56,21862,Acres,0,434661,79332,50774,55792,0,0,0,0.182514,0.703272
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,249,Jim Wells,0.8500,5,5,5,27,15,2417,Acres,0,200518,43515,25672,40567,0,0,0,0.217012,0.932253
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,249,Jim Wells,0.9000,32,32,31,167,104,39303,Acres,0,862413,199862,109948,148481,0,0,0,0.231747,0.742917
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,253,Jones,0.7500,111,111,110,945,320,67725,Acres,0,2210590,405617,259590,371466,0,0,0,0.183488,0.915804
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,253,Jones,0.8500,8,8,8,66,22,5613,Acres,0,73736,15741,9353,14074,0,0,0,0.213477,0.894098
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,253,Jones,0.9000,28,28,27,170,55,49531,Acres,0,821845,186142,102464,140391,0,0,0,0.226492,0.754214
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,255,Karnes,0.7000,2,2,2,24,8,1571,Acres,0,26329,3738,2393,3195,0,0,0,0.141972,0.854735
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,255,Karnes,0.7500,16,16,16,186,62,11798,Acres,0,592337,95064,60840,72878,0,0,0,0.160489,0.76662
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,255,Karnes,0.8000,3,3,2,13,3,2719,Acres,0,66499,10848,6402,1124,0,0,0,0.16313,0.103613
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,255,Karnes,0.8500,2,2,2,12,4,361,Acres,0,22890,4342,2560,3100,0,0,0,0.189689,0.713956
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,255,Karnes,0.9000,57,57,39,213,77,34278,Acres,0,1613320,330909,182013,158924,0,0,0,0.20511,0.480264
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,263,Kent,0.7500,22,22,22,174,39,116243,Acres,0,1086919,215047,137627,131338,0,0,0,0.19785,0.61074
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,263,Kent,0.8500,1,1,1,6,1,6080,Acres,0,64449,14376,8482,10544,0,0,0,0.22306,0.733444
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,263,Kent,0.9000,3,3,2,15,3,3569,Acres,0,33420,8234,4530,3498,0,0,0,0.246379,0.424823
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,267,Kimble,0.7500,8,8,8,54,18,15276,Acres,0,148656,26405,16901,27266,0,0,0,0.177624,1.032607
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,267,Kimble,0.8500,3,3,2,14,4,6602,Acres,0,62244,11776,6949,2523,0,0,0,0.18919,0.214249
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,267,Kimble,0.9000,26,26,20,137,42,73879,Acres,0,1057564,238427,131462,175861,0,0,0,0.225449,0.737588
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,269,King,0.7500,9,9,9,90,24,337410,Acres,0,3150924,632876,405040,439244,0,0,0,0.200854,0.694044
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,269,King,0.8000,3,3,3,18,3,2124,Acres,0,14110,3092,1825,1978,0,0,0,0.219135,0.639715
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,269,King,0.9000,2,2,2,8,2,818,Acres,0,9198,2137,1175,2971,0,0,0,0.232333,1.390266
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,271,Kinney,0.7500,8,8,8,57,19,85052,Acres,0,850567,170811,109319,137058,0,0,0,0.20082,0.802395
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,271,Kinney,0.8000,1,1,1,3,2,4700,Acres,0,30879,6014,3548,6987,0,0,0,0.19476,1.161789
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,271,Kinney,0.9000,21,21,21,119,54,172186,Acres,0,1813580,447250,245987,417062,0,0,0,0.246611,0.932503
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,273,Kleberg,0.7500,2,2,1,4,1,412198,Acres,0,4396911,774855,495907,5212,0,0,0,0.176227,0.006726
2007,"PASTURE,RANGELAND,FORAGE",Rainfall Index,TX,273,Kleberg,0.9000,28,28,27,106,46,10502,Acres,0,517964,125221,70793,67163,0,0,0,0.241756,0.536355
